x;ALLG-72;AMERICAN EXPERIENCE;AT2000 (Suavizada 10%)_FEM;AT2000 (Suavizada 10%)_MAS;AT-2000 FEMALE;AT-2000 MALE;AT-49 FEMALE;AT-49 MALE;AT-50;AT-55;AT-71;AT-83 FEMALE (Basic);AT-83 FEMALE (IAM);AT-83 MALE (Basic);AT-83 MALE (IAM);BR-EMSmt-v.2010-f;BR-EMSmt-v.2010-m;BR-EMSsb-v.2010-f;BR-EMSsb-v.2010-m;BR-EMSmt-v.2015-f;BR-EMSmt-v.2015-m;BR-EMSsb-v.2015-f;BR-EMSsb-v.2015-m;BR-EMSmt-v.2021-f;BR-EMSmt-v.2021-m;BR-EMSsb-v.2021-f;BR-EMSsb-v.2021-m;CSG-60;CSO-41;CSO-58;CSO58 - FEM - AGE LAST;CSO58 - FEM - AGE NEAREST;CSO58 - MAS - AGE LAST;CSO58 - MAS - AGE NEAREST;CSO58 FEMALE;CSO58 MALE;CSO80;EB7-75;GAM-71 FEMALE;GAM-71 MALE;GAM-83 - FEMALE (suav 10%);GAM83_BASICA - FEMALE;GAM83_BASICA - MASC;GAM-83 - MASC (suav 10%);GAM-94 FEMALE;GAM-94MALE;IBGE 2006              Ambos os Sexos;IBGE 2007                 Ambos os Sexos;IBGE 2008                 Ambos os Sexos;IBGE 2009                 Ambos os Sexos
92; ;0,634260;0,123349;0,131017;0,137054;0,145575;0,215399;0,247332;0,193724;0,196431;0,208460;0,152469;0,137222;0,172699;0,155429;0,121100;0,150980;0,099060;0,117770;0,1176157;0,1389316;0,0942675;0,1325577;0,1114511;0,1581183;0,0872622;0,1376241;0,279230;0,323640;0,265930;0,219368;0,212460;0,275822;0,265930;0,184750;0,231240;0,253450;0,237268;0,165077;0,201681;0,135630;0,150700;0,211622;0,190460;0,141973;0,182281;;;;
93; ;0,734180;0,134486;0,141030;0,149552;0,156727;0,237714;0,268960;0,207446;0,211355;0,231890;0,166187;0,149462;0,185049;0,166629;0,138570;0,165280;0,112270;0,129130;0,1322245;0,1502272;0,1042955;0,1466181;0,1226051;0,1725815;0,0965911;0,1517047;0,303760;0,346660;0,289300;0,235822;0,228140;0,300669;0,289300;0,198380;0,251470;0,272110;0,256875;0,180401;0,212986;0,149577;0,166197;0,225563;0,203007;0,155931;0,198392;;;;
94; ;0,857140;0,145689;0,151422;0,162079;0,168290;0,261943;0,292118;0,221962;0,227186;0,257150;0,180008;0,161834;0,198219;0,178537;0,157950;0,180930;0,128000;0,141600;0,1462507;0,1624412;0,1150503;0,1585720;0,1349130;0,1882814;0,1069793;0,1672363;0,332490;0,371000;0,316660;0,254438;0,245770;0,330696;0,316660;0,213710;0,274900;0,295900;0,279802;0,197349;0,226535;0,165103;0,183448;0,242116;0,217904;0,170677;0,215700;;;;
95; ;1,000000;0,156846;0,162179;0,174492;0,180245;0,288153;0,316834;0,237316;0,243947;0,283840;0,193795;0,174228;0,212291;0,191214;0,179980;0,198080;0,146410;0,155270;0,1626539;0,1756482;0,1264029;0,1737468;0,1485021;0,2053001;0,1185797;0,1844050;0,368800;0,396210;0,351240;0,275822;0,265930;0,370645;0,351240;0,231240;0,303030;0,329960;0,308840;0,216129;0,241164;0,182419;0,202688;0,260096;0,234086;0,186213;0,233606;;;;
96; ;;0,167841;0,173279;0,186647;0,192565;0,316391;0,343122;0,253487;0,261659;0,311570;0,207411;0,186535;0,227346;0,204721;0,205940;0,216860;0,168350;0,170270;0,1810076;0,1899291;0,1371851;0,1895589;0,1635040;0,2237457;0,1315729;0,2033740;0,420590;0,447190;0,400560;0,300669;0,289300;0,433488;0,400560;0,251470;0,343360;0,384550;0,351790;0,236970;0,256204;0,201757;0,224174;0,276040;0,248436;0,202538;0,251510;;;;
97; ;;0,178563;0,184706;0,198403;0,205229;0,346674;0,370973;0,271569;0,280342;0,340210;0,220718;0,198646;0,243467;0,219120;0,230150;0,237420;0,186720;0,186720;0,1999287;0,2053710;0,147791;0,2053710;0,1800885;0,2436991;0,1460985;0,2243683;0,512840;0,548260;0,488420;0,330696;0,316660;0,549249;0,488420;0,274900;0,409790;0,480200;0,428480;0,258059;0,272480;0,222044;0,246715;0,293282;0,263954;0,219655;0,268815;;;;
98; ;;0,189604;0,196946;0,210337;0,218683;0,378986;0,400352;0,293138;0,300015;0,369770;0,234236;0,211102;0,260903;0,234735;0,251940;0,259940;0,204770;0,204770;0,2191843;0,2220684;0,1592878;0,2220684;0,1984234;0,2652549;0,1624089;0,2475890;0,701560;0,724670;0,668150;0,370645;0,351240;0,750796;0,668150;0,303030;0,522620;0,657980;0,562250;0,280237;0,290163;0,243899;0,270999;0,312003;0,280803;0,237713;0,285277;;;;
99; ;;0,201557;0,210484;0,223027;0,233371;0,413266;0,431199;0,318434;0,320696;0,400190;0,248485;0,224445;0,279903;0,251889;0,279120;0,284600;0,224570;0,224570;0,2407379;0,2401233;0,1717446;0,2401233;0,2187141;0,2885438;0,1807178;0,2732774;1,000000;1,000000;1,000000;0,433488;0,400560;1,000000;1,000000;0,343360;0,708550;1,000000;0,752840;0,304679;0,309125;0,268185;0,297983;0,332393;0,299154;0,256712;0,301298;;;;
100; ;;0,215013;0,225806;0,237051;0,249741;0,449400;0,463415;0,347873;0,342402;0,431410;0,263985;0,239215;0,300716;0,270906;0,310720;0,311610;0,246280;0,246280;0,2596462;0,2596462;0,1817103;0,2596462;0,2411832;0,3135964;0,2013792;0,3016858;;;;0,549249;0,488420;;;0,409790;1,000000;;0,752840;0,331630;0,329825;0,295187;0,327986;0,354650;0,319185;0,276427;0,317238;;;;
101; ;;0,230565;0,243398;0,252985;0,268237;0,487216;0,496870;0,382434;0,365150;0,463310;0,281255;0,255953;0,323592;0,292111;0,341180;0,341180;0,270100;0,270100;0,2807563;0,2807563;0,1981795;0,2807563;0,2660655;0,3405239;0,2246879;0,3331452;;;;0,750796;0,668150;;;0,522620;;;0,752840;0,361361;0,352455;0,325225;0,361361;0,378984;0,341086;0,296629;0,333461;;;;
102; ;;0,248805;0,263745;0,271406;0,289305;0,526477;0,531389;0,422810;0,388956;0,495760;0,300815;0,275201;0,348780;0,315826;0,373570;0,373570;0,296220;0,296220;0,3035828;0,3035828;0,2190084;0,3035828;0,2936315;0,3693668;0,2510417;0,3678627;;;;1,000000;1,000000;;;0,708550;;;0,752840;0,394167;0,377220;0,358897;0,398774;0,405613;0,365052;0,317093;0,350330;;;;
103; ;;0,270326;0,287334;0,292893;0,313391;0,566872;0,566757;0,524040;0,439806;0,561690;0,323185;0,297500;0,376529;0,342377;0,409040;0,409040;0,324880;0,324880;0,3282651;0,3282651;0,2420264;0,3282651;0,3241674;0,4062675;0,2809525;0,4062675;;;;;;;;1,000000;;;0,752840;0,430366;0,406205;0,395843;0,439825;0,436780;0,393102;0,338505;0,368542;;;;
104; ;;0,295719;0,314649;0,318023;0,340940;0,608017;0,602714;0,591116;0,466881;0,594880;0,348885;0,323390;0,407088;0,372086;0,447880;0,447880;0,356320;0,356320;0,3549543;0,3549543;0,2674637;0,3549543;0,3579789;0,4486314;0,3150074;0,4486314;;;;;;;;;;;0,752840;0,471522;0,441497;0,438360;0,487067;0,474728;0,427255;0,361016;0,387855;;;;
105; ;;0,325576;0,346177;0,347373;0,372398;0,649459;0,638956;0,670358;0,495076;0,628020;0,378434;0,353414;0,440707;0,405278;0,490420;0,490420;0,390800;0,390800;0,3838133;0,3838133;0,2955744;0,3838133;0,3954921;0,4951993;0,3538939;0,4951993;;;;;;;;;;;0,752840;0,519196;0,485182;0,487816;0,542018;0,521701;0,469531;0,383597;0,407224;;;;
106; ;;0,360491;0,382403;0,381520;0,408210;0,690674;0,675143;0,775525;0,524406;0,660950;0,412352;0,388111;0,477634;0,442277;0,537000;0,537000;0,428620;0,428620;0,4150187;0,4150187;0,3266396;0,4150187;0,4369782;0,5461625;0,3984033;0,5461625;;;;;;;;;;;0,752840;0,574950;0,539343;0,545886;0,606540;0,579939;0,521945;0,405217;0,425599;;;;
107; ;;0,401054;0,423813;0,421042;0,448823;0,731092;0,710898;0,833333;0,554886;0,693500;0,451160;0,428023;0,518120;0,483406;0,588010;0,588010;0,470110;0,470110;0,4487611;0,4487611;0,3609698;0,4487611;0,4828689;0,6016906;0,4494033;0,6016906;;;;;;;;;;;0,752840;0,640345;0,606069;0,614309;0,682566;0,651687;0,586518;0,424846;0,441935;;;;
108; ;;0,447860;0,470893;0,466516;0,494681;0,770105;0,745822;1,000000;0,587554;0,725520;0,495376;0,473692;0,562412;0,528989;0,643870;0,643870;0,515620;0,515620;0,485247;0,4852470;0,3989082;0,4852470;0,5333966;0,6615650;0,5079350;0,6615650;;;;;;;;;;;0,752840;0,716944;0,687444;0,694885;0,772094;0,739187;0,665268;0,444368;0,457553;;;;
109; ;;0,501498;0,524128;0,518520;0,546231;1,000000;1,000000;;0,624586; ;0,545521;0,525658;0,610761;0,579351;0,705050;0,705050;0,565530;0,565530;0,5246993;0,5246993;0,4408339;0,5246993;0,5887703;0,7250264;0,5750131;0,7250264;;;;;;;;;;;1,000000;0,806309;0,785555;0,789474;0,877193;0,844683;0,760215;0,464469;0,473150;;;;
110; ;;0,562563;0,584004;0,577631;0,603917;;;;0,670361; ;0,602115;0,584462;0,663417;0,634814;0,772040;0,772040;0,620290;0,620290;0,5673592;0,5673592;0,4871661;0,5673592;0,6513276;0,7905941;0,6513276;0,7905941;;;;;;;;;;;;1,000000;1,000000;1,000000;1,000000;1,000000;1,000000;0,482325;0,486745;;;;
111; ;;0,631645;0,651007;0,644427;0,668186;;;;0,733619; ;0,665676;0,650646;0,720626;0,695704;0,845400;0,845400;0,680350;0,680350;0,6134875;0,6134875;0,5383679;0,6134875;0,7366779;0,8556360;0,7366779;0,8556360;;;;;;;;;;;;;;;;;;0,495110;0,496356;;;;
112; ;;0,709338;0,725622;0,719484;0,739483;;;;0,831839; ;0,736725;0,724750;0,782640;0,762343;0,925750;0,925750;0,746230;0,746230;0,6633662;0,6633662;0,594951;0,6633662;0,8282023;0,9153524;0,8282023;0,9153524;;;;;;;;;;;;;;;;;;0,500000;0,500000;;;;
113; ;;0,796233;0,808336;0,803380;0,818254;;;;1,000000; ;0,815782;0,807316;0,849708;0,835056;1,000000;1,000000;0,818490;0,818490;0,7173002;0,7173002;0,657481;0,7173002;0,9165748;0,9629801;0,9165748;0,9629801;;;;;;;;;;;;;;;;;;0,500000;0,500000;;;;
114; ;;0,892923;0,899633;0,896693;0,904945;;;; ; ;0,903367;0,898885;0,922077;0,914167;;;0,897760;0,897760;0,7756192;0,7756192;0,7265831;0,7756192;0,9809465;0,9912628;0,9809465;0,9912628;;;;;;;;;;;;;;;;;;0,500000;0,500000;;;;
115; ;;1,000000;1,000000;1,000000;1,000000;;;;;;1,000000;1,000000;1,000000;1,000000;;;0,984710;0,984710;0,8386798;0,8386798;0,8029478;0,8386798;0,9998162;0,9996218;0,9998162;0,9996218;;;;;;;;;;;;;;;;;;0,500000;0,500000;;;;
116;;;;;;;;;;;;;;;;;;1,000000;1,000000;0,9068674;0,9068674;0,8873386;0,9068674;1,0000000;1,0000000;1,0000000;1,0000000;;;;;;;;;;;;;;;;;;0,500000;0,500000;;;;
117;;;;;;;;;;;;;;;;;;;;0,9805989;0,9805989;0,9805989;0,9805989;;1,0000000;;1,0000000;;;;;;;;;;;;;;;;;;0,500000;0,500000;;;;
118;;;;;;;;;;;;;;;;;;;;1,0000000;1,0000000;1,0000000;1,0000000;;;;;;;;;;;;;;;;;;;;;;0,500000;0,500000;;;;
119;;;;;;;;;;;;;;;;;;;;1,0000000;1,0000000;1,0000000;1,0000000;;;;;;;;;;;;;;;;;;;;;;0,500000;0,500000;;;;
120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,000000;1,000000;;;;
121;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
122;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
123;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
124;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
126;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
